recno,JName,RA_deg,Dec_deg,RA_str,Dec_str,P0_s,DM,S1400_mJy,W50_ms
664,J1355-6206,208.838917,-62.105583,13:55:21.34,-62:06:20.1,0.27660304315,1e-11,547.0,3.0
665,J1356-5521,209.210667,-55.353611,13:56:50.56,-55:21:13.0,0.507379566696,6e-12,174.172,0.006
666,J1357-62,209.354167,-62.466667,13:57:25.00,-62:28:00.0,0.455761,1e-06,416.8,0.4
667,J1357-6429,209.260125,-64.491722,13:57:02.43,-64:29:30.2,0.166108327507,1.4e-11,128.5,0.7
668,J1358-2533,209.675,-25.55,13:58:42.00,-25:33:00.0,0.912971,1e-06,31.27,0.01
669,J1359-6038,209.992583,-60.635556,13:59:58.22,-60:38:08.0,0.12750077685,3e-11,293.71,0.1
670,J1400-1438,210.126417,-14.637333,14:00:30.34,-14:38:14.4,0.0030842332007,2e-13,4.928,0.003
671,J1400-6325,210.190375,-63.4285,14:00:45.69,-63:25:42.6,0.0311816011,3e-10,563.0,4.0
672,J1401-6357,210.468667,-63.962639,14:01:52.48,-63:57:45.5,0.84278963237,1.4e-11,98.0,0.5
673,J1402-5124,210.7375,-51.4,14:02:57.00,-51:24:00.0,1.380177,5e-06,39.0,5.0
674,J1403-6310,210.808333,-63.174167,14:03:14.00,-63:10:27.0,0.39917017693,5e-11,305.0,3.0
675,J1403-7646,210.767083,-76.782639,14:03:04.10,-76:46:57.5,1.306197812,8e-10,100.6,0.1
676,J1404+12,211.166667,12.05,14:04:40.00,+12:03:00.0,2.65027,25.0,3.0,1.9
677,J1405-4656,211.339292,-46.933972,14:05:21.43,-46:56:02.3,0.00760220343251,1e-14,13.884,0.003
678,J1405-5641,211.301708,-56.690056,14:05:12.41,-56:41:24.2,0.61757468514,4e-11,273.0,3.0
679,J1406-5806,211.505,-58.108889,14:06:01.20,-58:06:32.0,0.28834924425,5e-11,229.0,3.0
680,J1406-6121,211.7085,-61.35775,14:06:50.04,-61:21:27.9,0.213074653776,1.4e-11,542.3,2.0
681,J1407-6048,211.994333,-60.816333,14:07:58.64,-60:48:58.8,0.49234420664,5e-11,575.2,2.0
682,J1407-6153,211.985417,-61.899722,14:07:56.50,-61:53:59.0,0.7016149492,3e-10,645.0,9.0
683,J1409-6953,212.320417,-69.892889,14:09:16.90,-69:53:34.4,0.5285907792,3e-10,163.0,2.0
684,J1410-6132,212.6,-61.533333,14:10:24.00,-61:32:00.0,0.0500519462,960.0,10.0,30.0
685,J1410-7404,212.530708,-74.081472,14:10:07.37,-74:04:53.3,0.2787294436271,1.5e-12,54.24,0.06
686,J1412-6111,213.248417,-61.191806,14:12:59.62,-61:11:30.5,0.52915639797,4e-11,311.8,0.9
687,J1412-6145,213.032042,-61.758,14:12:07.69,-61:45:28.8,0.315224970657,1.2e-11,514.7,1.0
688,J1412+7922,213.232667,79.367694,14:12:55.84,+79:22:03.7,0.059198212396,7e-12,2340000000.0,7.6e+31
689,J1413-6141,213.291125,-61.686944,14:13:09.87,-61:41:13.0,0.28562462018,1.6e-10,677.0,8.0
690,J1413-6205,213.374583,-62.093889,14:13:29.90,-62:05:38.0,0.10974069969,3e-11,62800.0,8.3e+35
691,J1413-6222,213.272792,-62.374389,14:13:05.47,-62:22:27.8,0.29240770249,3e-11,808.1,1.0
692,J1413-6307,213.3805,-63.1265,14:13:31.32,-63:07:35.4,0.394945790784,2e-12,121.98,0.06
693,J1414-6802,213.607083,-68.049444,14:14:25.70,-68:02:58.0,4.6301880619,4e-10,153.5,0.6
694,J1415-6621,213.880292,-66.353389,14:15:31.27,-66:21:12.2,0.3924789731,5e-11,260.17,0.07
695,J1416-5033,214.185833,-50.554722,14:16:44.60,-50:33:17.0,0.794882546,2e-09,58.5,0.3
696,J1416-6037,214.127458,-60.633194,14:16:30.59,-60:37:59.5,0.29558048193,3e-11,289.2,1.0
697,J1418-3921,214.7095,-39.355139,14:18:50.28,-39:21:18.5,1.0968060034,2e-11,60.49,0.01
698,J1418-5945,214.634583,-59.75,14:18:32.30,-59:45:00.0,1.6725956812,3e-10,369.0,20.0
699,J1418-6058,214.677917,-60.963611,14:18:42.70,-60:57:49.0,0.11057301169,1.3e-11,10300.0,4.9e+36
700,J1420-5416,215.12125,-54.273056,14:20:29.10,-54:16:23.0,0.9357719221,3e-10,129.6,1.0
701,J1420-5625,215.01275,-56.431944,14:20:03.06,-56:25:55.0,0.03411713084786,1.2e-13,64.56,0.09
702,J1420-6048,215.034333,-60.804556,14:20:08.24,-60:48:16.4,0.06817987659,2e-11,358.8,0.2
703,J1422-6138,215.612792,-61.641111,14:22:27.07,-61:38:28.0,0.34096785164,1.2e-10,55800.0,9.6e+34
704,J1423-6953,215.861625,-69.895222,14:23:26.79,-69:53:42.8,0.333410710172,3e-12,123.98,0.1
705,J1424-5556,216.053167,-55.937194,14:24:12.76,-55:56:13.9,0.770374845874,1.8e-11,198.7,2.0
706,J1424-56,216.095833,-56.679722,14:24:23.00,-56:40:47.0,1.427,32.9,1.0,1.22
707,J1424-5822,216.133792,-58.382222,14:24:32.11,-58:22:56.0,0.366734060217,6e-12,323.9,0.6
708,J1424-6438,216.246667,-64.636111,14:24:59.20,-64:38:10.0,1.02350369913,9e-11,248.0,5.0
709,J1425-5723,216.402333,-57.391889,14:25:36.56,-57:23:30.8,0.35326292024,8e-11,43.4,1.0
710,J1425-5759,216.496292,-57.986167,14:25:59.11,-57:59:10.2,0.70786760576,4e-11,325.0,5.0
711,J1425-6210,216.282083,-62.168028,14:25:07.70,-62:10:04.9,0.50173030987,8e-11,430.1,2.0
712,J1427-4158,216.961542,-41.982306,14:27:50.77,-41:58:56.3,0.586485556229,1.8e-11,71.0,3.0
713,J1428-5530,217.109583,-55.513944,14:28:26.30,-55:30:50.2,0.570290462862,7e-12,82.4,0.6
714,J1429-5911,217.494167,-59.1935,14:29:58.60,-59:11:36.6,0.11584261008,3e-11,60200.0,7.7e+35
715,J1429-5935,217.357917,-59.599694,14:29:25.90,-59:35:58.9,0.76391483053,8e-11,456.7,2.0
716,J1430-6623,217.670292,-66.384722,14:30:40.87,-66:23:05.0,0.785440757324,8e-12,65.3,0.1
717,J1431-4715,217.935917,-47.257667,14:31:44.62,-47:15:27.6,0.00201195344253,9e-16,59.35,0.01
718,J1431-5740,217.764583,-57.669917,14:31:03.50,-57:40:11.7,0.00411054395677,1.2e-15,131.46,0.03
719,J1432-5032,218.217792,-50.538139,14:32:52.27,-50:32:17.3,2.0349894792,3e-10,113.0,1.0
720,J1433-6038,218.304917,-60.642972,14:33:13.18,-60:38:34.7,1.9544296353,5e-10,409.0,2.0
721,J1434-6006,218.522083,-60.108056,14:34:05.30,-60:06:29.0,0.30636786268,4e-11,332.0,4.0
722,J1434-6029,218.662917,-60.496944,14:34:39.10,-60:29:49.0,0.96334832315,1.6e-10,282.0,3.0
723,J1434+7257,218.498917,72.957361,14:33:59.74,+72:57:26.5,0.04174114783993,3e-14,12.605,0.001
724,J1435-5954,218.7515,-59.913667,14:35:00.36,-59:54:49.2,0.472995435514,1.6e-11,44.26,0.1
725,J1435-6100,218.8345,-61.016111,14:35:20.28,-61:00:58.0,0.00934797221025,7e-15,113.7,0.6
726,J1437-5959,219.257958,-59.983722,14:37:01.91,-59:59:01.4,0.0616961234035,9e-13,549.6,1.0
727,J1437-6146,219.313792,-61.767222,14:37:15.31,-61:46:02.0,0.46761632345,7e-11,200.5,1.0
728,J1439-5501,219.915583,-55.023222,14:39:39.74,-55:01:23.6,0.02863488819045,1.2e-14,14.56,0.05
729,J1439+76,219.75,76.916667,14:39:00.00,+76:55:00.0,0.947903,2e-06,22.29,0.02
730,J1440-6344,220.130458,-63.746556,14:40:31.31,-63:44:47.6,0.45960536385,3e-11,124.2,0.5
731,J1441-6137,220.434583,-61.623333,14:41:44.30,-61:37:24.0,1.1758400229,1e-10,166.0,3.0
732,J1443-5122,220.862375,-51.373889,14:43:26.97,-51:22:26.0,0.7320612647,5e-10,87.0,0.7
733,J1444-5941,221.19375,-59.688611,14:44:46.50,-59:41:19.0,2.7602279448,6e-10,177.1,2.0
734,J1444-6026,221.025083,-60.435944,14:44:06.02,-60:26:09.4,4.7585755679,2e-10,367.7,1.0
735,J1446-4701,221.648792,-47.024111,14:46:35.71,-47:01:26.8,0.00219469577985,7e-17,55.83202,0.0001
736,J1449-5846,222.355958,-58.777889,14:49:25.43,-58:46:40.4,0.463329577191,1.8e-11,216.6,2.0
737,J1452-5851,223.219083,-58.853694,14:52:52.58,-58:51:13.3,0.38662501748,3e-11,262.4,2.0
738,J1452-6036,223.21625,-60.608694,14:52:51.90,-60:36:31.3,0.1549913579183,8e-13,349.7,0.3
739,J1453+1902,223.4405,19.036722,14:53:45.72,+19:02:12.2,0.00579230273497,4e-16,14.049,0.004
740,J1453-6413,223.386417,-64.221,14:53:32.74,-64:13:15.6,0.1794847539641,1.1e-12,71.07,0.02
741,J1454-5846,223.545458,-58.776306,14:54:10.91,-58:46:34.7,0.04524877299803,1.1e-13,115.95,0.2
742,J1455-3330,223.949875,-33.512889,14:55:47.97,-33:30:46.4,0.2,0.6,0.00798720479626,4e-15
743,J1455-59,223.775,-59.383333,14:55:06.00,-59:23:00.0,0.1761912,2e-07,498.0,11.45
744,J1456-48,,,14:56:00.00,+0.53681000000000:bcm+15:133.000000,6.84,6.84,,
745,J1456-6843,224.000667,-68.727556,14:56:00.16,-68:43:39.2,2.2,0.3,0.2633768148933,1.9e-12
746,J1457-5122,224.417458,-51.381389,14:57:40.19,-51:22:53.0,1.7483010801,7e-10,37.0,5.0
747,J1457-5900,224.4125,-59.014167,14:57:39.00,-59:00:51.0,1.4986374368,4e-10,175.0,4.0
748,J1457-5902,224.382917,-59.034444,14:57:31.90,-59:02:04.0,0.39073936418,5e-11,477.2,2.0
749,J1459-6053,224.874958,-60.889083,14:59:29.99,-60:53:20.7,0.103150638274,1.1e-11,64700.0,9.1e+35
750,J1501-0046,225.437333,-0.773194,15:01:44.96,-00:46:23.5,0.4640368139284,8.2e-12,22.2584,0.009
751,J1501-5637,225.4625,-56.63,15:01:51.00,-56:37:48.0,0.7829485661,3e-10,258.0,10.0
752,J1502-5653,225.739125,-56.894222,15:02:57.39,-56:53:39.2,0.53550439779,3e-12,194.0,0.4
753,J1502-5828,225.6825,-58.478333,15:02:43.80,-58:28:42.0,0.66810515091,1.4e-10,584.0,4.0
754,J1502-6128,225.624333,-61.480639,15:02:29.84,-61:28:50.3,0.84210384,3e-11,256.5,1.0
755,J1502-6752,225.577542,-67.871333,15:02:18.61,-67:52:16.8,0.026744423767,6e-14,151.2,2.0
756,J1503+2111,225.9775,21.185917,15:03:54.60,+21:11:09.3,3.31400150122,1.2e-10,11.75,0.06
757,J1504-5621,226.20475,-56.358889,15:04:49.14,-56:21:32.0,0.41298519981,3e-11,143.0,5.0
758,J1506-5158,226.664583,-51.969444,15:06:39.50,-51:58:10.0,0.840738545,3e-09,61.0,2.0
759,J1507-4352,226.892417,-43.867556,15:07:34.18,-43:52:03.2,0.28675704522,3e-11,48.7,0.5
760,J1507-6640,226.95275,-66.682528,15:07:48.66,-66:40:57.1,0.35565490117,6e-11,129.8,0.5
761,J1509+5531,227.356792,55.525667,15:09:25.63,+55:31:32.4,0.47,0.03,0.739681922904,4e-12
762,J1509-5850,227.363042,-58.848917,15:09:27.13,-58:50:56.1,0.088921760489,3e-12,140.6,0.8
763,J1509-6015,227.28125,-60.255167,15:09:07.50,-60:15:18.6,0.3390384487,4e-11,423.6,2.0
764,J1510-4422,227.70375,-44.368611,15:10:48.90,-44:22:07.0,0.9438712975,1.1e-09,84.0,7.0
765,J1511-5414,227.963792,-54.244528,15:11:51.31,-54:14:40.3,0.2003836959221,1.7e-12,84.76,0.2
766,J1511-5835,227.779167,-58.591111,15:11:07.00,-58:35:28.0,0.30151055002,4e-11,332.0,3.0
767,J1512-5431,228.02375,-54.521944,15:12:05.70,-54:31:19.0,2.0405315742,3e-10,219.0,6.0
768,J1512-5759,228.179292,-57.999944,15:12:43.03,-57:59:59.8,0.128694148448,2e-12,628.7,0.2
769,J1513-5739,228.495792,-57.650389,15:13:58.99,-57:39:01.4,0.9734580348,9e-11,469.7,1.0
770,J1513-5908,228.48175,-59.135833,15:13:55.62,-59:08:09.0,0.15125125831483,7e-14,252.5,0.3
771,J1513-5946,228.436583,-59.775528,15:13:44.78,-59:46:31.9,1.046117156733,8e-12,171.7,0.9
772,J1514-4834,228.560667,-48.572083,15:14:14.56,-48:34:19.5,0.45483920949,9e-11,51.5,0.8
773,J1514-4946,228.579625,-49.770972,15:14:19.11,-49:46:15.5,0.00358933667967,7e-16,31.05,0.02
774,J1514-5925,228.74625,-59.428694,15:14:59.10,-59:25:43.3,0.148796488226,5e-12,194.1,1.0
775,J1515-5720,228.78875,-57.346944,15:15:09.30,-57:20:49.0,0.2866461965,4e-11,482.0,5.0
776,J1517-4356,229.363917,-43.938306,15:17:27.34,-43:56:17.9,0.650836871901,6e-12,87.78,0.1
777,J1517-4636,229.372417,-46.600167,15:17:29.38,-46:36:00.6,0.88661249686,5e-11,127.0,0.1
778,J1518+0204A,229.638833,2.090972,15:18:33.32,+02:05:27.5,0.00555359252421,2e-15,30.08,0.05
779,J1518+0204B,229.631083,2.087639,15:18:31.46,+02:05:15.5,0.00794694065788,2.1e-14,29.47,0.1
780,J1518+0204C,229.636625,2.079944,15:18:32.79,+02:04:47.8,0.00248392757025,6e-16,29.3146,0.0006
781,J1518+0204D,229.641667,2.082778,15:18:34.00,+02:04:58.0,0.002988,1e-06,29.3,0.1
782,J1518+0204E,229.641667,2.082778,15:18:34.00,+02:04:58.0,0.003182,1e-06,29.3,0.1
783,J1518-0627,229.746292,-6.452139,15:18:59.11,-06:27:07.7,0.7949966745699,7.8e-12,27.9631,0.01
784,J1518+4904,229.57,49.076194,15:18:16.80,+49:04:34.3,0.04093498890833,6e-16,11.61139,8e-05
785,J1518-5415,229.55625,-54.2625,15:18:13.50,-54:15:45.0,0.214924800284,6e-12,167.2,0.2
786,J1519-5734,229.948292,-57.570444,15:19:47.59,-57:34:13.6,0.51875778474,3e-11,664.0,3.0
787,J1519-6106,229.899208,-61.115167,15:19:35.81,-61:06:54.6,2.15430706064,1.4e-10,221.0,3.0
788,J1519-6308,229.789833,-63.13875,15:19:09.56,-63:08:19.5,1.25405163056,1e-10,250.0,3.0
789,J1522-5525,230.527917,-55.421528,15:22:06.70,-55:25:17.5,1.3896046876,1.6e-09,79.0,3.0
790,J1522-5735,230.522083,-57.583333,15:22:05.30,-57:35:00.0,0.10213598087,4e-11,51800.0,1.2e+36
791,J1522-5829,230.676125,-58.484083,15:22:42.27,-58:29:02.7,0.395352859901,3e-12,199.9,0.2
792,J1524-5625,231.20775,-56.423167,15:24:49.86,-56:25:23.4,0.078218548881,5e-12,152.7,1.0
793,J1524-5706,231.089292,-57.109722,15:24:21.43,-57:06:35.0,1.11604861927,8e-11,833.0,3.0
794,J1524-5819,231.102708,-58.320583,15:24:24.65,-58:19:14.1,0.96104262694,1e-10,406.6,0.5
795,J1525-5417,231.368125,-54.288889,15:25:28.35,-54:17:20.0,1.01169421772,7e-11,235.0,3.0
796,J1525-5523,231.40025,-55.390889,15:25:36.06,-55:23:27.2,0.3551560369998,1.6e-12,124.7,0.3
797,J1525-5545,231.367208,-55.763833,15:25:28.13,-55:45:49.8,0.01135988179177,1.9e-14,126.934,0.007
798,J1525-5605,231.422708,-56.086944,15:25:41.45,-56:05:13.0,0.28034866206,4e-11,338.0,3.0
799,J1526-5633,231.671667,-56.561944,15:26:41.20,-56:33:43.0,0.30188789663,5e-11,329.0,4.0
800,J1527-3931,231.995542,-39.526389,15:27:58.93,-39:31:35.0,2.4175822701,9e-10,49.0,3.0
801,J1527-5552,231.920417,-55.868611,15:27:40.90,-55:52:07.0,1.0487048866,6e-10,362.7,0.8
802,J1528-3146,232.145625,-31.768556,15:28:34.95,-31:46:06.8,0.06082223035146,1e-14,18.163,0.006
803,J1528-4109,232.033458,-41.158,15:28:08.03,-41:09:28.8,0.52655613914,4e-12,89.5,0.1
804,J1528-5547,232.16325,-55.789722,15:28:39.18,-55:47:23.0,3.467301517,1.7e-09,269.0,5.55
805,J1529-3828,232.312958,-38.479389,15:29:15.11,-38:28:45.8,0.00848628211574,6e-14,73.62,0.02
806,J1529-5355,232.49,-53.926667,15:29:57.60,-53:55:36.0,0.8912645399,4e-10,292.0,9.0
807,J1529-5611,232.399167,-56.191389,15:29:35.80,-56:11:29.0,0.8222487311,5e-10,149.0,10.0
808,J1530-5327,232.611958,-53.465639,15:30:26.87,-53:27:56.3,0.278956721152,1.5e-11,49.6,1.0
809,J1530-63,232.716667,-63.725833,15:30:52.00,-63:43:33.0,0.9103,200.0,13.6,13.6
810,J1531-4012,232.783542,-40.208583,15:31:08.05,-40:12:30.9,0.356849312855,6e-12,106.65,0.1
811,J1531-5610,232.866292,-56.181944,15:31:27.91,-56:10:55.0,0.0842016828855,8e-13,110.9,0.4
812,J1532+2745,233.043167,27.763722,15:32:10.36,+27:45:49.4,1.124835742767,7e-12,14.698,0.02
813,J1532-5308,233.147917,-53.135,15:32:35.50,-53:08:06.0,0.4438246083,4e-11,181.0,3.0
814,J1532-56,233.075,-56.533333,15:32:18.00,-56:32:00.0,0.52297708597,1.3e-10,282.0,5.69
815,J1534-4428,233.716667,-44.469278,15:34:52.00,-44:28:09.4,1.2214259588,3e-10,137.3,0.2
816,J1534-46,233.533333,-46.233333,15:34:08.00,-46:14:00.0,0.364835,9e-06,64.4,8.0
817,J1534-5334,233.534875,-53.572028,15:34:08.37,-53:34:19.3,1.36888090921,2e-11,24.82,0.01
818,J1534-5405,233.639958,-54.094361,15:34:33.59,-54:05:39.7,0.2896888952,6e-12,190.82,0.02
819,J1535-4114,233.821125,-41.234194,15:35:17.07,-41:14:03.1,0.432866133845,6e-12,66.28,0.1
820,J1535-4415,233.983,-44.252333,15:35:55.92,-44:15:08.4,0.46840160422,3e-11,110.7,0.5
821,J1535-5450,233.99275,-54.840556,15:35:58.26,-54:50:26.0,0.56673415672,4e-11,219.8,1.0
822,J1535-5848,233.819833,-58.807694,15:35:16.76,-58:48:27.7,0.307177662775,7e-12,107.0,0.7
823,J1536-3602,234.072417,-36.049667,15:36:17.38,-36:02:58.8,1.31975904174,5e-11,96.0,6.0
824,J1536-4948,234.0,-49.8,15:36:00.00,-49:48:00.0,0.00308,38.0,1.34,1.34
825,J1536-5433,234.020083,-54.554167,15:36:04.82,-54:33:15.0,0.8814384311,3e-10,147.5,2.0
826,J1536-5907,234.073833,-59.117667,15:36:17.72,-59:07:03.6,0.55784066031,3e-11,316.0,2.0
827,J1537+1155,234.2915,11.932056,15:37:09.96,+11:55:55.4,0.86,0.18,0.0379044411783,1.6e-16
828,J1537-4912,234.3675,-49.200833,15:37:28.20,-49:12:03.0,0.30131077523,8e-11,69.7,1.0
829,J1537-5153,234.315542,-51.885,15:37:15.73,-51:53:06.0,1.52812410566,1.2e-10,93.0,4.0
830,J1537-5645,234.4625,-56.751111,15:37:51.00,-56:45:04.0,0.43046412386,1.5e-10,707.0,5.0
831,J1538+2345,234.525292,23.751111,15:38:06.07,+23:45:04.0,3.44938495332,1e-10,14.909,0.001
832,J1538-5438,234.703958,-54.638056,15:38:48.95,-54:38:17.0,0.27672613726,5e-11,136.9,2.0
833,J1538-5519,234.670125,-55.329444,15:38:40.83,-55:19:46.0,0.39573063893,8e-11,611.0,3.0
834,J1538-5551,234.687625,-55.86025,15:38:45.03,-55:51:36.9,0.104674920844,4e-12,603.0,3.0
835,J1538-5621,234.680375,-56.365417,15:38:43.29,-56:21:55.5,1.90849449143,2e-11,150.0,20.0
836,J1538-5638,234.52375,-56.636667,15:38:05.70,-56:38:12.0,0.84398039688,1.4e-10,546.0,7.0
837,J1538-5732,234.57575,-57.541472,15:38:18.18,-57:32:29.3,0.341212811806,6e-12,152.7,0.8
838,J1538-5750,234.535042,-57.838083,15:38:08.41,-57:50:17.1,0.506568335296,1.8e-11,91.0,4.0
839,J1539-4828,234.920167,-48.4825,15:39:40.84,-48:28:57.0,1.27284159978,1.4e-10,117.0,5.0
840,J1539-5521,234.783208,-55.353111,15:39:07.97,-55:21:11.2,1.00495831813,8e-11,380.0,5.0
841,J1539-5626,234.808167,-56.440389,15:39:13.96,-56:26:25.4,0.2433922004,2e-11,175.88,0.06
842,J1539-6322,234.852917,-63.381444,15:39:24.70,-63:22:53.2,1.63084630957,3e-11,163.5,0.3
843,J1540-5736,235.245917,-57.615833,15:40:59.02,-57:36:57.0,0.61291628569,8e-11,304.5,1.0
844,J1541-42,235.479167,-42.313889,15:41:55.00,-42:18:50.0,60.0,10.0,2.07,2.07
845,J1541-5535,235.456667,-55.583611,15:41:49.60,-55:35:01.0,0.29583755345,9e-11,428.0,5.0
846,J1542-5034,235.689458,-50.567056,15:42:45.47,-50:34:01.4,0.5992450364,1e-10,91.0,0.6
847,J1542-5133,235.583042,-51.559722,15:42:19.93,-51:33:35.0,1.7838649877,3e-10,186.0,4.0
848,J1542-5303,235.727125,-53.061389,15:42:54.51,-53:03:41.0,1.20756776526,6e-11,265.7,1.0
849,J1543-0620,235.875667,-6.345889,15:43:30.16,-06:20:45.2,0.709064069786,4e-12,18.3774,0.0009
850,J1543+0929,235.91175,9.487861,15:43:38.82,+09:29:16.3,0.13,0.02,0.748448416229,6e-12
851,J1543-5013,235.992708,-50.232778,15:43:58.25,-50:13:58.0,0.6442550645,6e-10,211.0,3.0
852,J1543-5149,235.933958,-51.831861,15:43:44.15,-51:49:54.7,0.00205696039242,6e-16,50.93,0.1
853,J1543-5459,235.984375,-54.987139,15:43:56.25,-54:59:13.7,0.37711856263,3e-11,345.7,1.0
854,J1544+4937,236.018708,49.632028,15:44:04.49,+49:37:55.3,0.00215928839043,5e-17,23.2258,0.0001
855,J1544-5308,236.249333,-53.14625,15:44:59.84,-53:08:46.5,0.178553799688,1.4e-11,35.16,0.07
856,J1545-4550,236.483125,-45.84375,15:45:55.95,-45:50:37.5,0.00357528861885,1.2e-16,68.39,0.008
857,J1546-3747A,236.514333,-37.786139,15:46:03.44,-37:47:10.1,0.0026056722466,1e-13,92.17,0.04
858,J1546-5302,236.530833,-53.039722,15:46:07.40,-53:02:23.0,0.58083988615,4e-11,287.0,3.0
859,J1546-59,236.5,-59.0,15:46:00.00,-59:00:00.0,0.0078,168.3,4.67,4.67
860,J1547-0944,236.941917,-9.7355,15:47:46.06,-09:44:07.8,1.576924632943,4.4e-11,37.416,0.02
861,J1547-5750,236.8775,-57.8415,15:47:30.60,-57:50:29.4,0.64719774666,6e-11,148.0,4.0
862,J1547-5839,236.895792,-58.652722,15:47:34.99,-58:39:09.8,0.242190323768,1e-11,222.3,1.0
863,J1548-4821,237.096917,-48.363806,15:48:23.26,-48:21:49.7,0.14565471947,3e-11,126.0,0.5
864,J1548-4927,237.081125,-49.461222,15:48:19.47,-49:27:40.4,0.602738077704,1.9e-11,141.2,0.6
865,J1548-5607,237.183458,-56.126083,15:48:44.03,-56:07:33.9,0.170933992695,5e-12,315.5,0.4
866,J1549+2113,237.420583,21.224139,15:49:40.94,+21:13:26.9,1.262471311613,5e-12,24.8,0.2
867,J1549-4848,237.338125,-48.810389,15:49:21.15,-48:48:37.4,0.288346763122,2e-12,55.983,0.008
868,J1549-57,237.270833,-57.360278,15:49:05.00,-57:21:37.0,0.7375,0.0003,17.7,4.0
869,J1549-5722,237.449583,-57.367222,15:49:47.90,-57:22:02.0,0.497772394,8e-11,102.0,4.0
870,J1550-5242,237.512292,-52.701944,15:50:02.95,-52:42:07.0,0.74965894957,4e-11,337.7,2.0
871,J1550-5317,237.52,-53.289167,15:50:04.80,-53:17:21.0,1.42112434544,1.3e-10,600.0,8.0
872,J1550-5418,237.7255,-54.306694,15:50:54.12,-54:18:24.1,2.06983302,4e-08,830.0,50.0
873,J1551-0658,237.780042,-6.968472,15:51:07.21,-06:58:06.5,0.00709,21.6,0.5,1.46
874,J1551-4424,237.950083,-44.411667,15:51:48.02,-44:24:42.0,0.674060361,2e-10,66.5,0.4
875,J1551-5310,237.921875,-53.183222,15:51:41.25,-53:10:59.6,0.45339416464,1.1e-11,493.0,2.0
876,J1552-4937,238.055292,-49.630472,15:52:13.27,-49:37:49.7,0.00628431138142,1.2e-15,114.19,0.08
877,J1552-62,238.158333,-62.241944,15:52:38.00,-62:14:31.0,0.1988,120.0,4.3,4.3
878,J1553-5456,238.498333,-54.935,15:53:59.60,-54:56:06.0,1.0813282469,1.5e-09,210.0,7.0
879,J1554-5209,238.613125,-52.160639,15:54:27.15,-52:09:38.3,0.1252295584025,7e-13,130.8,0.3
880,J1554-5512,238.66875,-55.209167,15:54:40.50,-55:12:33.0,3.418039313,3e-09,450.0,10.0
881,J1555-0515,238.917083,-5.265944,15:55:40.10,-05:15:57.4,0.97540989108,5e-11,23.46,0.03
882,J1555-2341,238.88825,-23.686083,15:55:33.18,-23:41:09.9,0.5325777412091,1.8e-12,51.901,0.01
883,J1555-3134,238.824792,-31.57225,15:55:17.95,-31:34:20.1,0.5181097798008,9e-13,73.045,0.007
884,J1556-5358,239.214583,-53.981944,15:56:51.50,-53:58:55.0,0.99468068673,1.4e-10,436.0,3.0
885,J1557-4258,239.251083,-42.970194,15:57:00.26,-42:58:12.7,0.329186857758,2e-12,144.497,0.002
886,J1558-5419,239.672708,-54.323889,15:58:41.45,-54:19:26.0,0.59457526355,1.5e-10,657.0,3.0
887,J1558-5756,239.627208,-57.940583,15:58:30.53,-57:56:26.1,1.12234168628,3e-11,127.8,1.0
888,J1559-44,,,15:59:00.00,+1.16989000000000:bcm+15:122.000000,3.38,3.38,,
889,J1559-4438,239.923042,-44.646083,15:59:41.53,-44:38:45.9,0.384,0.081,0.2570560976508,1.1e-12
890,J1559-5545,239.83875,-55.761111,15:59:21.30,-55:45:40.0,0.9572424424,4e-10,212.9,0.3
891,J1600-3053,240.21625,-30.897056,16:00:51.90,-30:53:49.4,0.48,0.11,0.00359792850965,1.6e-17
892,J1600-5044,240.220958,-50.739167,16:00:53.03,-50:44:21.0,0.1926012327811,7e-13,260.56,0.09
893,J1600-5751,240.083042,-57.854083,16:00:19.93,-57:51:14.7,0.194454482247,8e-12,176.55,0.08
894,J1600-5916,240.145833,-59.283056,16:00:35.00,-59:16:59.0,1.247666174,3e-10,177.0,4.0
895,J1601-50,240.35,-50.383333,16:01:24.00,-50:23:00.0,0.860777,4e-06,59.0,1.54
896,J1601-5244,240.36375,-52.735833,16:01:27.30,-52:44:09.0,2.559356631,7e-09,273.0,3.0
897,J1601-5335,240.478792,-53.595333,16:01:54.91,-53:35:43.2,0.288456511543,1.6e-11,194.6,0.7
898,J1602-4957,240.575833,-49.958889,16:02:18.20,-49:57:32.0,0.81999003685,1.4e-10,319.0,4.0
899,J1602-5100,240.578333,-51.000556,16:02:18.80,-51:00:02.0,0.86422735995,5e-11,170.93,0.07
900,J1603-2531,240.770375,-25.529806,16:03:04.89,-25:31:47.3,0.283070376692,1.3e-11,53.763,0.004
901,J1603-2712,240.783583,-27.224333,16:03:08.06,-27:13:27.6,0.778313192792,4e-12,46.201,0.02
902,J1603-3539,240.97375,-35.665861,16:03:53.70,-35:39:57.1,0.141908588964,9e-13,77.5,0.4
903,J1603-5657,240.881083,-56.962278,16:03:31.46,-56:57:44.2,0.49607711306,9e-11,264.07,0.02
904,J1603-7202,240.898667,-72.042417,16:03:35.68,-72:02:32.7,1.1,0.8,0.01484195225108,7e-16
905,J1604-44,241.133333,-44.716667,16:04:32.00,-44:43:00.0,1.4,,,
906,J1604-4718,241.122542,-47.313306,16:04:29.41,-47:18:47.9,0.527465874211,2e-11,52.0,2.0
